-73.84 -38.71 5 13 97 178 77 88 6.327 26 201101022020   
-175.83 -29.22 163 36 -114 11 57 -74 2.985 27 201107061903   
-175.72 -28.83 202 37 83 31 53 96 1.481 27 201110211757   
-98.39 16.60 296 10 95 111 80 89 1.979 27 201203201802   
-72.41 -35.31 20 16 112 177 76 84 5.978 26 201203252237   
-112.76 28.57 131 74 -177 40 87 -16 4.552 26 201204120715   
-89.17 12.02 284 15 77 117 76 93 1.267 27 201208270437   
-85.64 10.00 308 17 102 115 73 86 3.415 27 201209051442   
-132.06 52.61 318 25 104 122 66 83 5.676 27 201210280304   
-92.43 14.11 291 25 81 121 65 94 1.447 27 201211071635  
-134.97 55.69 333 60 179 64 89 30 2.466 27 201301050858   
-175.12 51.44 254 23 100 64 67 86 3.562 26 201308301625   
-74.81 -16.03 307 31 84 133 59 93 4.601 26 201309251642   
-70.81 -19.70 355 15 106 159 76 86 1.898 28 201404012346   
-71.39 -19.85 347 26 81 177 65 94 3.954 26 201404012358   
-70.60 -20.43 358 14 103 165 76 87 4.919 27 201404030243   
-101.25 17.55 303 18 98 115 72 87 1.003 27 201404181427   
-88.45 12.33 124 23 -94 309 67 -88 1.059 27 201410140351   
-72.09 -31.13 7 19 109 166 72 83 3.229 28 201509162254   
-71.95 -31.79 349 30 87 173 60 92 5.642 26 201509162318   
-80.25 -0.12 27 21 124 171 73 78 5.933 27 201604162358   
-74.43 -43.41 4 19 96 178 71 88 2.839 27 201612251422   
-94.66 15.38 150 12 -78 318 78 -93 2.824 28 201709080449   
-98.63 18.59 300 44 -83 109 46 -97 6.510 26 201709191814   
-83.86 17.56 76 87 3 346 87 177 2.366 27 201801100251   
-74.78 -15.95 305 38 79 139 53 98 6.127 26 201801140918   
-149.12 56.22 257 64 4 165 86 154 0.960 28 201801230931   
-97.88 16.53 292 13 83 119 77 92 6.980 26 201802162339   
-177.79 -30.93 201 31 97 13 59 86 1.101 27 201906152254   
-117.58 35.78 321 81 180 51 90 9 4.387 26 201907060319   
-79.55 19.33 347 85 -177 257 87 -5 4.298 27 202001281910   
-177.55 -33.39 124 66 -160 26 72 -25 1.560 27 202006181249   
-96.07 16.02 268 16 61 118 76 98 1.457 27 202006231529   
-159.28 54.83 243 17 92 62 73 89 7.382 27 202007220612   
-159.70 54.48 350 49 176 83 87 41 2.947 27 202010192054   
-177.01 -29.58 201 29 98 12 62 86 1.792 27 202103041741   
-176.73 -29.11 199 19 97 11 72 88 1.603 28 202103041928   
-157.32 55.40 238 10 88 60 80 90 2.946 28 202107290615   
-157.45 55.17 238 11 86 63 79 91 3.960 26 202108141157   
-73.64 18.50 154 52 145 267 63 44 6.313 26 202108141229   
-99.76 17.03 279 20 73 117 70 96 3.504 26 202109080147 
149.49 44.58 237 16 116 30 76 83 6.910 26 012176         
140.29 -4.66 9 59 153 113 67 34 6.520 26 062576         
159.20 -9.20 283 25 64 131 67 102 9.000 26 042077         
159.79 -9.33 339 22 125 122 72 77 5.010 26 042077         
160.59 -10.22 326 35 79 159 55 97 1.200 27 042177         
155.92 -8.16 176 56 168 272 80 34 6.330 26 072977         
173.88 -27.93 258 55 0 348 90 -145 3.740 26 101777         
149.23 43.81 225 20 97 38 70 87 4.420 26 032378         
149.27 44.12 224 11 91 42 79 90 2.690 27 032378         
148.98 44.20 223 18 93 40 72 89 2.280 27 032478         
142.07 38.02 184 14 59 36 78 97 3.370 27 061278         
161.82 -11.16 279 34 33 161 73 119 3.600 26 110478         
162.09 -10.94 287 24 46 154 73 107 4.150 26 110578         
136.06 -1.78 100 71 5 8 85 161 2.370 27 091279         
165.77 -46.54 19 15 136 152 80 79 9.970 26 101279         
161.35 -10.58 324 29 78 158 62 97 3.490 26 102379         
146.91 43.21 213 15 89 34 75 90 5.590 26 022380         
171.65 -22.86 300 17 120 89 75 81 7.040 26 030880         
166.21 -12.92 157 42 78 353 49 100 1.970 27 070880      
165.94 -12.44 351 31 102 158 60 83 4.840 27 071780         
169.83 -22.16 324 27 108 124 65 81 5.210 26 102580         
169.84 -21.76 330 23 103 136 68 85 1.860 27 102580         
143.04 38.15 186 15 70 27 76 95 3.690 26 011881         
176.10 51.52 275 22 114 70 70 81 4.020 26 013081         
164.39 -48.94 302 83 -5 33 85 -173 2.740 27 052581         
170.90 -22.31 345 30 -179 254 90 -60 2.590 27 070681         
167.27 -17.34 338 27 83 166 63 94 5.760 26 071581         
151.18 44.59 128 28 -3 221 89 -118 5.750 26 063082         
160.41 -51.18 65 62 -178 334 88 -28 6.760 26 070782         
141.91 35.98 203 14 86 27 76 91 3.920 26 072382         
138.87 40.44 16 27 86 200 63 92 4.550 27 052683         
160.42 -9.81 296 37 30 182 72 124 2.520 27 020784         
148.62 44.17 229 17 109 30 74 85 6.380 26 032484         
150.97 -5.68 193 67 -166 97 77 -23 6.930 26 051085         
152.58 -4.28 169 37 106 329 55 78 8.270 26 070385         
134.71 -1.63 179 64 174 271 85 26 4.950 26 111785         
166.08 -13.76 262 68 13 167 78 158 3.640 26 112885         
166.57 -13.89 165 44 88 348 46 92 5.690 26 122185         
147.72 -5.90 82 83 4 352 87 173 1.110 27 020887         
158.80 -59.28 155 69 -172 62 83 -21 1.380 27 090387         
154.05 -7.12 323 43 -68 114 51 -109 3.360 26 101287         
149.44 -6.22 266 32 90 86 58 90 1.260 27 101687         
160.77 -10.49 346 19 116 138 73 81 2.540 27 081088         
160.41 -52.15 34 69 170 127 81 21 1.360 28 052389         
143.08 39.95 183 14 69 25 77 95 1.360 27 110189         
175.35 -22.05 228 68 4 137 87 158 3.010 27 030390         
168.04 -18.35 350 28 104 153 63 83 3.350 26 030590         
148.08 15.57 185 31 -108 26 61 -80 1.630 27 040590         
169.41 53.77 308 23 159 57 82 69 5.810 26 110690         
158.36 -9.17 300 29 51 163 68 109 7.850 26 101491         
151.55 45.58 226 16 99 37 74 88 2.770 27 122291         
147.59 -6.35 282 34 88 104 56 91 8.090 26 051592         
165.06 -11.20 168 35 -84 340 56 -94 3.900 26 052792         
164.02 -10.73 252 55 7 158 84 145 5.190 26 030693         
158.75 51.36 207 29 79 39 61 96 2.020 27 060893         
139.28 42.71 0 35 91 179 55 90 4.650 27 071293         
145.31 13.06 312 18 147 75 80 75 5.200 27 080893         
159.27 52.00 206 31 83 34 59 94 4.040 26 111393         
169.94 -20.39 200 58 -21 302 73 -146 3.690 26 122993         
167.35 -16.50 272 42 2 181 89 132 6.630 26 071394         
147.96 43.87 227 19 104 31 72 85 9.380 26 100994         
142.99 40.56 179 12 67 22 79 95 4.890 27 122894         
179.40 -37.61 35 32 -90 215 58 -90 5.840 26 020595         
170.00 -23.05 280 35 -99 110 56 -84 3.900 27 051695         
142.65 53.03 287 79 8 196 82 169 4.320 26 052795         
153.64 -5.51 136 42 87 320 48 92 4.620 27 081695         
154.19 -6.08 133 45 91 311 45 89 6.980 26 081695 
130.18 28.06 1 28 -118 212 66 -76 5.680 26 101895         
150.17 44.82 225 12 95 40 78 89 8.240 27 120395    
150.45 45.29 235 28 113 30 64 78 6.380 26 020796         
136.62 -0.67 103 11 69 305 80 94 2.410 28 021796         
155.07 -6.65 138 45 99 305 46 81 7.550 26 042996         
166.20 -13.21 301 39 40 178 66 122 4.390 27 042197         
161.91 54.31 202 23 74 39 68 97 5.320 27 120597         
142.07 -2.50 146 19 127 287 75 78 3.670 26 071798         
128.95 -6.94 289 37 111 84 56 75 3.920 26 110998         
152.76 -4.99 262 28 96 75 62 87 4.470 26 051699         
148.98 -6.49 275 25 100 84 66 85 3.990 26 111999         
168.31 -16.08 174 30 67 20 62 103 1.670 27 112699         
174.17 -19.55 315 74 169 47 80 16 5.070 26 022500         
152.79 -4.56 328 43 3 236 88 133 12.360 27 111600         
153.17 -5.03 253 15 93 70 75 89 6.470 27 111600         
152.34 -5.26 230 24 64 78 68 101 5.640 27 111700         
145.08 12.88 131 30 31 13 75 116 3.700 26 101201         
167.85 -17.78 299 18 22 189 84 106 7.720 26 010202         
143.38 -3.27 106 34 43 339 68 116 2.940 27 090802        
134.30 -1.79 60 83 4 329 86 173 2.590 27 101002         
160.63 -10.43 178 57 140 293 58 41 0.934 27 012003         
177.58 51.33 289 22 137 60 75 73 4.206 26 031703         
166.87 -45.01 35 23 95 209 67 88 7.481 26 082103         
143.84 42.21 250 11 132 28 82 83 3.054 28 092503         
143.62 41.75 208 18 86 33 72 91 1.288 27 092503        
142.68 37.89 196 9 80 26 81 92 3.545 26 103103         
177.86 51.14 280 19 122 67 74 80 5.285 27 111703         
169.81 -21.99 324 29 95 139 61 87 0.950 27 122703         
169.72 -22.41 314 39 -77 117 52 -100 5.938 26 010304        
135.53 -3.62 44 43 -10 142 83 -132 3.391 26 020504         
134.78 -4.03 261 68 -7 354 83 -158 0.978 27 020704         
137.00 32.94 277 38 100 85 53 82 0.776 27 090504         
137.22 33.13 79 46 72 283 47 107 1.452 27 090504         
164.91 -46.36 43 36 103 208 55 81 5.569 26 112204         
135.54 -3.55 5 34 0 95 90 -124 5.483 26 112604         
145.36 42.88 242 26 122 28 68 75 3.652 26 112804        
161.25 -49.91 69 74 167 163 78 16 1.632 28 122304         
142.05 38.24 194 16 81 24 74 93 7.640 26 200508160246   
144.97 38.22 181 43 -104 19 49 -78 3.701 26 200511142138   
167.05 60.89 207 40 76 44 51 101 2.988 27 200604202325   
154.33 46.71 215 15 92 33 75 89 3.508 28 200611151114   
154.80 46.17 266 39 -54 43 59 -115 1.777 28 200701130423   
169.12 -20.60 333 36 89 154 54 91 6.236 26 200703250040   
156.34 -7.79 333 37 121 117 59 69 1.566 28 200704012039   
165.68 -11.74 338 23 101 147 67 86 0.899 27 200709020105   
164.10 -49.26 29 36 123 170 61 69 1.598 27 200709300523   
168.80 -20.12 340 30 101 148 61 84 1.133 27 200804091246   
158.49 -55.56 3 43 102 166 48 79 5.521 26 200804120030   
132.83 -0.38 99 23 47 324 73 106 3.944 27 200901031943   
133.48 -0.58 101 26 72 300 66 98 1.414 27 200901032233   
155.39 46.97 11 44 84 200 47 96 1.499 27 200901151749   
166.26 -45.85 25 26 138 154 73 70 5.793 27 200907150922  
166.27 -12.59 344 41 87 168 49 93 3.273 27 200910072203   
166.01 -11.86 337 36 82 167 55 96 6.666 27 200910072218   
166.37 -13.12 341 43 83 171 48 97 1.647 27 200910072313   
157.21 -8.88 321 21 102 129 69 86 5.771 26 201001032236   
128.61 25.86 91 80 9 360 81 170 3.494 26 201002262031   
166.65 -13.81 347 44 96 159 46 85 6.954 26 201005271714   
136.36 -1.87 332 80 -172 241 82 -10 4.000 26 201006160316   
150.33 -6.22 257 30 82 87 61 95 1.211 27 201007181335   
167.81 -17.57 353 33 126 133 64 69 1.013 27 201008100523   
172.12 -43.56 178 82 1 88 89 172 3.640 26 201009031635   
133.78 -4.92 185 43 -75 345 49 -104 3.498 26 201009291711   
143.76 27.10 110 40 -137 345 64 -58 1.758 27 201012211719   
168.04 -19.67 1 48 -61 141 49 -118 1.130 27 201012251316   
142.78 38.56 189 12 78 21 78 93 1.234 27 201103090245   
143.05 37.52 203 10 88 25 80 90 5.312 29 201103110546   
141.38 35.92 199 17 84 26 73 92 8.479 27 201103110615   
144.63 38.27 182 42 -100 15 49 -81 3.097 27 201103110625   
141.85 38.32 19 37 83 208 53 95 5.865 26 201104071432   
143.33 37.98 65 74 16 330 75 164 3.965 26 201107100057   
167.94 -18.52 342 29 93 159 61 88 6.308 26 201108201655   
167.94 -18.26 343 33 94 158 57 88 4.613 26 201108201819   
167.11 -17.69 51 51 -43 172 58 -132 4.416 26 201202021334   
144.09 38.01 38 51 138 158 59 48 0.789 27 201212070818   
143.83 37.77 18 40 -90 198 50 -90 0.767 27 201212070818   
165.21 -11.18 320 20 89 142 70 90 0.937 28 201302060112   
164.86 -11.32 338 38 -96 166 52 -85 5.527 26 201302060123   
165.56 -10.44 69 83 178 160 88 7 3.710 26 201302060154   
165.92 -10.72 267 82 175 358 85 8 4.711 26 201302081526   
144.66 37.17 171 43 -107 14 49 -75 6.445 26 201310251710   
155.09 -6.78 310 42 87 134 48 93 5.080 26 201404110707   
162.24 -11.35 17 63 159 117 71 28 3.283 27 201404122014   
161.97 -11.45 91 43 77 289 49 102 1.789 27 201404131236   
154.67 -6.64 311 35 87 135 55 92 2.294 27 201404191328   
152.59 -5.18 260 29 90 81 61 90 1.889 27 201503292348   
152.10 -5.32 245 33 77 80 58 98 1.937 27 201505050144   
154.49 -7.36 292 41 -106 132 51 -77 3.724 26 201505070710   
163.54 -10.90 252 58 -5 344 86 -148 3.351 26 201505222145   
138.44 -2.53 327 42 117 113 54 68 3.558 26 201507272141   
130.77 32.84 128 71 -14 222 77 -161 4.512 26 201604151625   
167.26 -16.05 328 36 84 156 54 95 3.623 26 201604281933   
173.07 -22.56 288 75 176 19 87 15 7.039 26 201608120126   
179.03 -37.19 354 20 -134 220 76 -76 5.048 26 201609011637   
173.85 -42.03 226 33 141 350 70 63 6.697 27 201611131102   
161.12 -10.46 285 50 57 150 50 123 6.343 27 201612081738   
153.76 -5.55 140 39 95 314 51 86 0.826 28 201612171051   
169.78 54.13 307 85 -178 217 88 -5 5.403 27 201707172334   
168.67 -21.45 335 34 -86 150 56 -92 3.451 26 201711192243   
142.97 -6.29 307 29 105 110 62 82 2.042 27 201802251744   
151.20 -5.98 242 34 72 83 58 102 3.821 26 201810102048   
169.25 -21.95 312 36 -90 132 54 -90 2.520 27 201812050418 
164.75 54.94 58 68 -19 155 73 -156 0.879 27 201812201701   
152.52 -4.03 47 86 179 137 89 4 2.813 27 201905141258   
128.13 -0.72 124 84 0 34 90 174 0.759 27 201907140910   
157.87 49.11 32 43 103 194 48 78 2.066 27 202003250249   
171.62 -22.98 277 22 98 88 68 87 4.118 27 202102101319   
141.64 37.60 28 38 103 191 53 80 5.602 26 202102131407   
179.86 -37.36 308 83 174 38 84 7 0.884 27 202103041327   
141.77 38.38 192 21 81 21 69 93 4.964 26 202103200909  
266.00 15.00 135 12 90 135 12 90  999 999 999 
279.00 08.00 328 16 90 328 16 90  999 999 999 
